t,state,generation,root,parent
396,0,0,209,209
397,0,0,209,209
398,0,0,209,209
399,0,0,209,209
400,0,0,209,209
401,0,0,209,209
402,0,0,209,209
403,0,0,209,209
404,0,0,209,209
405,0,0,209,209
406,0,0,209,209
407,0,0,209,209
408,0,0,209,209
409,0,0,209,209
410,0,0,209,209
411,0,0,209,209
412,0,0,209,209
413,0,0,209,209
414,0,0,209,209
415,0,0,209,209
416,0,0,209,209
417,0,0,209,209
418,0,0,209,209
419,0,0,209,209
420,0,0,209,209
421,0,0,209,209
422,0,0,209,209
423,0,0,209,209
424,0,0,209,209
425,0,0,209,209
426,0,0,209,209
427,0,0,209,209
428,0,0,209,209
429,0,0,209,209
430,0,0,209,209
431,0,0,209,209
432,0,0,209,209
433,0,0,209,209
434,0,0,209,209
435,0,0,209,209
436,0,0,209,209
437,0,0,209,209
438,0,0,209,209
439,0,0,209,209
440,0,0,209,209
441,0,0,209,209
442,0,0,209,209
443,0,0,209,209
444,0,0,209,209
445,0,0,209,209
446,0,0,209,209
447,0,0,209,209
448,0,0,209,209
449,0,0,209,209
450,0,0,209,209
451,0,0,209,209
452,1,0,209,209
453,1,0,209,209
454,2,0,209,209
455,2,0,209,209
456,1,0,209,209
457,3,0,209,209
458,3,0,209,209
459,3,0,209,209
460,3,0,209,209
461,3,0,209,209
462,0,0,209,209
463,0,0,209,209
464,0,0,209,209
465,0,0,209,209
466,0,0,209,209
467,0,0,209,209
468,0,0,209,209
469,0,0,209,209
470,0,0,209,209
471,0,0,209,209
472,0,0,209,209
473,0,0,209,209
474,0,0,209,209
475,0,0,209,209
476,0,0,209,209
477,0,0,209,209
478,0,0,209,209
479,0,0,209,209
480,0,0,209,209
481,0,0,209,209
482,0,0,209,209
483,0,0,209,209
484,0,0,209,209
485,0,0,209,209
486,0,0,209,209
487,0,0,209,209
488,0,0,209,209
489,0,0,209,209
490,0,0,209,209
491,0,0,209,209
492,0,0,209,209
493,0,0,209,209
494,0,0,209,209
495,0,0,209,209
496,0,0,209,209
497,0,0,209,209
498,0,0,209,209
499,0,0,209,209
270,3,2,5,119
271,3,2,5,119
272,3,2,5,119
273,3,2,5,119
274,3,2,5,119
275,0,2,5,119
276,0,2,5,119
277,0,2,5,119
278,0,2,5,119
279,0,2,5,119
280,0,2,5,119
281,0,2,5,119
282,0,2,5,119
283,0,2,5,119
284,0,2,5,119
285,0,2,5,119
286,0,2,5,119
287,0,2,5,119
288,0,2,5,119
289,0,2,5,119
290,0,2,5,119
291,0,2,5,119
292,0,2,5,119
293,0,2,5,119
294,0,2,5,119
295,0,2,5,119
296,0,2,5,119
297,0,2,5,119
298,0,2,5,119
299,0,2,5,119
300,0,2,5,119
301,0,2,5,119
302,0,2,5,119
303,0,2,5,119
304,0,2,5,119
305,0,2,5,119
306,0,2,5,119
307,0,2,5,119
308,0,2,5,119
309,0,2,5,119
310,0,2,5,119
311,0,2,5,119
312,0,2,5,119
313,0,2,5,119
314,0,2,5,119
315,0,2,5,119
316,0,2,5,119
317,0,2,5,119
318,0,2,5,119
319,0,2,5,119
320,0,2,5,119
321,0,2,5,119
322,0,2,5,119
323,0,2,5,119
324,0,2,5,119
325,0,2,5,119
326,0,2,5,119
327,0,2,5,119
328,0,2,5,119
329,0,2,5,119
330,0,2,5,119
331,0,2,5,119
332,0,2,5,119
333,0,2,5,119
334,0,2,5,119
335,0,2,5,119
336,0,2,5,119
337,0,2,5,119
338,0,2,5,119
339,0,2,5,119
340,0,2,5,119
341,0,2,5,119
342,0,2,5,119
343,0,2,5,119
344,0,2,5,119
345,0,2,5,119
346,0,2,5,119
347,0,2,5,119
348,0,2,5,119
349,0,2,5,119
350,0,2,5,119
351,0,2,5,119
352,0,2,5,119
353,0,2,5,119
354,0,2,5,119
355,0,2,5,119
356,0,2,5,119
357,0,2,5,119
358,0,2,5,119
359,0,2,5,119
360,0,2,5,119
361,0,2,5,119
362,0,2,5,119
363,0,2,5,119
364,0,2,5,119
365,0,2,5,119
366,0,2,5,119
367,0,2,5,119
368,0,2,5,119
369,0,2,5,119
370,0,2,5,119
371,0,2,5,119
372,0,2,5,119
373,0,2,5,119
374,0,2,5,119
375,0,2,5,119
376,0,2,5,119
377,0,2,5,119
378,0,2,5,119
379,0,2,5,119
380,0,2,5,119
381,0,2,5,119
382,0,2,5,119
383,0,2,5,119
384,0,2,5,119
385,0,2,5,119
386,0,2,5,119
387,0,2,5,119
388,0,2,5,119
389,0,2,5,119
390,0,2,5,119
391,0,2,5,119
392,0,2,5,119
393,0,2,5,119
394,0,2,5,119
395,0,2,5,119
396,0,2,5,119
397,0,2,5,119
398,0,2,5,119
399,0,2,5,119
400,0,2,5,119
401,0,2,5,119
402,0,2,5,119
403,0,2,5,119
404,0,2,5,119
405,0,2,5,119
406,0,2,5,119
407,0,2,5,119
408,0,2,5,119
409,0,2,5,119
410,0,2,5,119
411,0,2,5,119
412,0,2,5,119
413,0,2,5,119
414,0,2,5,119
415,0,2,5,119
416,0,2,5,119
417,0,2,5,119
418,0,2,5,119
419,0,2,5,119
420,0,2,5,119
421,0,2,5,119
422,0,2,5,119
423,0,2,5,119
424,0,2,5,119
425,0,2,5,119
426,0,2,5,119
427,0,2,5,119
428,2,2,5,119
429,2,2,5,119
430,2,2,5,119
431,2,2,5,119
432,2,2,5,119
433,2,2,5,119
270,3,2,5,119
271,3,2,5,119
272,3,2,5,119
273,3,2,5,119
274,3,2,5,119
275,3,2,5,119
276,0,2,5,119
277,0,2,5,119
278,0,2,5,119
279,0,2,5,119
280,0,2,5,119
281,0,2,5,119
282,0,2,5,119
283,0,2,5,119
284,0,2,5,119
285,0,2,5,119
286,0,2,5,119
287,0,2,5,119
288,0,2,5,119
289,0,2,5,119
290,0,2,5,119
291,0,2,5,119
292,0,2,5,119
293,0,2,5,119
294,0,2,5,119
295,0,2,5,119
296,0,2,5,119
297,0,2,5,119
298,0,2,5,119
299,0,2,5,119
300,0,2,5,119
301,0,2,5,119
302,0,2,5,119
303,0,2,5,119
304,0,2,5,119
305,0,2,5,119
306,0,2,5,119
307,0,2,5,119
308,0,2,5,119
309,0,2,5,119
310,0,2,5,119
311,0,2,5,119
312,0,2,5,119
313,0,2,5,119
314,0,2,5,119
315,0,2,5,119
316,0,2,5,119
317,0,2,5,119
318,0,2,5,119
319,0,2,5,119
320,0,2,5,119
321,0,2,5,119
322,0,2,5,119
323,0,2,5,119
324,0,2,5,119
325,0,2,5,119
326,0,2,5,119
327,0,2,5,119
328,0,2,5,119
329,0,2,5,119
330,0,2,5,119
331,0,2,5,119
332,0,2,5,119
333,0,2,5,119
334,0,2,5,119
335,0,2,5,119
336,0,2,5,119
337,0,2,5,119
338,0,2,5,119
339,0,2,5,119
340,0,2,5,119
341,0,2,5,119
342,0,2,5,119
343,0,2,5,119
344,0,2,5,119
345,0,2,5,119
346,0,2,5,119
347,0,2,5,119
348,0,2,5,119
349,0,2,5,119
350,0,2,5,119
351,0,2,5,119
352,0,2,5,119
353,0,2,5,119
354,0,2,5,119
355,0,2,5,119
356,0,2,5,119
357,0,2,5,119
358,0,2,5,119
359,0,2,5,119
360,0,2,5,119
361,0,2,5,119
362,0,2,5,119
363,0,2,5,119
364,0,2,5,119
365,0,2,5,119
366,0,2,5,119
367,0,2,5,119
368,0,2,5,119
369,0,2,5,119
370,0,2,5,119
371,0,2,5,119
372,0,2,5,119
373,0,2,5,119
374,0,2,5,119
375,0,2,5,119
376,0,2,5,119
377,0,2,5,119
378,0,2,5,119
379,0,2,5,119
380,0,2,5,119
381,0,2,5,119
382,0,2,5,119
383,0,2,5,119
384,0,2,5,119
385,0,2,5,119
386,0,2,5,119
387,0,2,5,119
388,0,2,5,119
389,0,2,5,119
390,0,2,5,119
391,0,2,5,119
392,0,2,5,119
393,0,2,5,119
394,0,2,5,119
395,0,2,5,119
396,0,2,5,119
397,0,2,5,119
398,0,2,5,119
399,0,2,5,119
400,0,2,5,119
401,0,2,5,119
402,0,2,5,119
403,0,2,5,119
404,0,2,5,119
405,0,2,5,119
406,0,2,5,119
407,0,2,5,119
408,0,2,5,119
409,0,2,5,119
410,0,2,5,119
411,0,2,5,119
412,0,2,5,119
413,0,2,5,119
414,0,2,5,119
415,0,2,5,119
416,0,2,5,119
417,0,2,5,119
418,0,2,5,119
419,0,2,5,119
420,0,2,5,119
421,0,2,5,119
422,0,2,5,119
423,0,2,5,119
424,0,2,5,119
425,0,2,5,119
426,0,2,5,119
427,0,2,5,119
428,0,2,5,119
429,0,2,5,119
430,0,2,5,119
431,0,2,5,119
432,0,2,5,119
433,0,2,5,119
434,0,2,5,119
435,0,2,5,119
436,0,2,5,119
437,0,2,5,119
438,0,2,5,119
439,0,2,5,119
440,0,2,5,119
441,0,2,5,119
442,0,2,5,119
443,0,2,5,119
444,0,2,5,119
445,0,2,5,119
446,0,2,5,119
447,0,2,5,119
448,0,2,5,119
449,0,2,5,119
450,0,2,5,119
451,0,2,5,119
452,0,2,5,119
453,0,2,5,119
454,0,2,5,119
455,0,2,5,119
456,0,2,5,119
457,0,2,5,119
458,0,2,5,119
459,0,2,5,119
460,1,2,5,119
461,2,2,5,119
462,2,2,5,119
463,1,2,5,119
271,3,1,41,41
272,3,1,41,41
273,3,1,41,41
274,3,1,41,41
275,2,1,41,41
276,3,1,41,41
277,2,1,41,41
278,2,1,41,41
279,2,1,41,41
280,3,1,41,41
281,2,1,41,41
282,2,1,41,41
283,0,1,41,41
284,0,1,41,41
285,0,1,41,41
286,0,1,41,41
287,0,1,41,41
288,0,1,41,41
289,0,1,41,41
290,0,1,41,41
291,0,1,41,41
292,0,1,41,41
293,0,1,41,41
294,0,1,41,41
295,0,1,41,41
296,0,1,41,41
297,0,1,41,41
298,0,1,41,41
299,0,1,41,41
300,0,1,41,41
301,0,1,41,41
302,0,1,41,41
303,0,1,41,41
304,0,1,41,41
305,0,1,41,41
306,0,1,41,41
307,0,1,41,41
308,0,1,41,41
309,0,1,41,41
310,0,1,41,41
311,0,1,41,41
312,0,1,41,41
313,0,1,41,41
314,0,1,41,41
315,0,1,41,41
316,0,1,41,41
317,0,1,41,41
318,0,1,41,41
319,0,1,41,41
320,0,1,41,41
321,0,1,41,41
322,0,1,41,41
323,0,1,41,41
324,0,1,41,41
325,0,1,41,41
326,0,1,41,41
327,0,1,41,41
328,0,1,41,41
329,0,1,41,41
330,0,1,41,41
331,0,1,41,41
332,0,1,41,41
333,0,1,41,41
334,0,1,41,41
335,0,1,41,41
336,0,1,41,41
337,0,1,41,41
338,0,1,41,41
339,0,1,41,41
340,0,1,41,41
341,0,1,41,41
342,0,1,41,41
343,0,1,41,41
344,0,1,41,41
345,0,1,41,41
346,0,1,41,41
347,0,1,41,41
348,0,1,41,41
349,0,1,41,41
350,0,1,41,41
351,0,1,41,41
352,0,1,41,41
353,0,1,41,41
354,0,1,41,41
355,0,1,41,41
356,0,1,41,41
357,0,1,41,41
358,0,1,41,41
359,0,1,41,41
360,0,1,41,41
361,0,1,41,41
362,0,1,41,41
363,0,1,41,41
364,0,1,41,41
365,0,1,41,41
366,0,1,41,41
367,0,1,41,41
368,0,1,41,41
369,0,1,41,41
370,0,1,41,41
371,0,1,41,41
372,0,1,41,41
373,0,1,41,41
374,0,1,41,41
375,0,1,41,41
376,0,1,41,41
377,0,1,41,41
378,0,1,41,41
379,0,1,41,41
380,0,1,41,41
381,0,1,41,41
382,0,1,41,41
383,0,1,41,41
384,0,1,41,41
385,0,1,41,41
386,0,1,41,41
387,0,1,41,41
388,0,1,41,41
389,0,1,41,41
390,0,1,41,41
391,0,1,41,41
392,0,1,41,41
393,0,1,41,41
394,0,1,41,41
395,0,1,41,41
396,0,1,41,41
397,0,1,41,41
398,0,1,41,41
399,0,1,41,41
400,0,1,41,41
401,0,1,41,41
402,0,1,41,41
403,0,1,41,41
404,0,1,41,41
405,0,1,41,41
406,0,1,41,41
407,0,1,41,41
408,0,1,41,41
409,0,1,41,41
410,0,1,41,41
411,0,1,41,41
412,0,1,41,41
413,0,1,41,41
414,0,1,41,41
415,0,1,41,41
416,0,1,41,41
417,0,1,41,41
418,0,1,41,41
419,0,1,41,41
420,0,1,41,41
421,0,1,41,41
422,0,1,41,41
423,0,1,41,41
424,0,1,41,41
425,0,1,41,41
426,0,1,41,41
427,0,1,41,41
428,0,1,41,41
429,0,1,41,41
430,0,1,41,41
431,0,1,41,41
432,0,1,41,41
433,0,1,41,41
434,0,1,41,41
435,0,1,41,41
436,0,1,41,41
437,0,1,41,41
438,0,1,41,41
439,0,1,41,41
440,0,1,41,41
441,0,1,41,41
442,0,1,41,41
443,0,1,41,41
444,0,1,41,41
445,0,1,41,41
446,0,1,41,41
447,0,1,41,41
448,0,1,41,41
449,0,1,41,41
450,0,1,41,41
451,0,1,41,41
452,0,1,41,41
453,0,1,41,41
454,0,1,41,41
455,0,1,41,41
456,0,1,41,41
457,0,1,41,41
458,0,1,41,41
459,0,1,41,41
460,0,1,41,41
461,0,1,41,41
462,0,1,41,41
463,0,1,41,41
464,0,1,41,41
465,0,1,41,41
466,0,1,41,41
467,0,1,41,41
468,0,1,41,41
469,0,1,41,41
470,0,1,41,41
471,0,1,41,41
472,0,1,41,41
473,0,1,41,41
474,0,1,41,41
475,0,1,41,41
476,0,1,41,41
477,0,1,41,41
478,0,1,41,41
479,0,1,41,41
480,0,1,41,41
481,0,1,41,41
482,0,1,41,41
483,0,1,41,41
484,0,1,41,41
485,0,1,41,41
486,0,1,41,41
487,0,1,41,41
488,0,1,41,41
489,0,1,41,41
490,0,1,41,41
491,0,1,41,41
492,0,1,41,41
493,0,1,41,41
494,0,1,41,41
495,0,1,41,41
496,0,1,41,41
497,0,1,41,41
498,0,1,41,41
499,0,1,41,41
271,3,1,41,41
272,3,1,41,41
273,3,1,41,41
274,3,1,41,41
275,3,1,41,41
276,3,1,41,41
277,0,1,41,41
278,0,1,41,41
279,0,1,41,41
280,0,1,41,41
281,0,1,41,41
282,0,1,41,41
283,0,1,41,41
284,0,1,41,41
285,0,1,41,41
286,0,1,41,41
287,0,1,41,41
288,0,1,41,41
289,0,1,41,41
290,0,1,41,41
291,0,1,41,41
292,0,1,41,41
293,0,1,41,41
294,0,1,41,41
295,0,1,41,41
296,0,1,41,41
297,0,1,41,41
298,0,1,41,41
299,0,1,41,41
300,0,1,41,41
301,0,1,41,41
302,0,1,41,41
303,0,1,41,41
304,0,1,41,41
305,0,1,41,41
306,0,1,41,41
307,0,1,41,41
308,0,1,41,41
309,0,1,41,41
310,0,1,41,41
311,0,1,41,41
312,0,1,41,41
313,0,1,41,41
314,0,1,41,41
315,0,1,41,41
316,0,1,41,41
317,0,1,41,41
318,0,1,41,41
319,0,1,41,41
320,0,1,41,41
321,0,1,41,41
322,0,1,41,41
323,0,1,41,41
324,0,1,41,41
325,0,1,41,41
326,0,1,41,41
327,0,1,41,41
328,0,1,41,41
329,0,1,41,41
330,0,1,41,41
331,0,1,41,41
332,0,1,41,41
333,0,1,41,41
334,0,1,41,41
335,0,1,41,41
336,0,1,41,41
337,0,1,41,41
338,0,1,41,41
339,0,1,41,41
340,0,1,41,41
341,0,1,41,41
342,0,1,41,41
343,0,1,41,41
344,0,1,41,41
345,0,1,41,41
346,0,1,41,41
347,0,1,41,41
348,0,1,41,41
349,0,1,41,41
350,0,1,41,41
351,0,1,41,41
352,0,1,41,41
353,0,1,41,41
354,0,1,41,41
355,0,1,41,41
356,0,1,41,41
357,0,1,41,41
358,0,1,41,41
359,0,1,41,41
360,0,1,41,41
361,0,1,41,41
362,0,1,41,41
363,0,1,41,41
364,0,1,41,41
365,0,1,41,41
366,0,1,41,41
367,0,1,41,41
368,0,1,41,41
369,0,1,41,41
370,0,1,41,41
371,0,1,41,41
372,0,1,41,41
373,0,1,41,41
374,0,1,41,41
375,0,1,41,41
376,0,1,41,41
377,0,1,41,41
378,0,1,41,41
379,0,1,41,41
380,0,1,41,41
381,0,1,41,41
382,0,1,41,41
383,0,1,41,41
384,0,1,41,41
385,0,1,41,41
386,0,1,41,41
387,0,1,41,41
388,0,1,41,41
389,0,1,41,41
390,0,1,41,41
391,0,1,41,41
392,0,1,41,41
393,0,1,41,41
394,0,1,41,41
395,0,1,41,41
396,0,1,41,41
397,0,1,41,41
398,0,1,41,41
399,0,1,41,41
400,0,1,41,41
401,0,1,41,41
402,0,1,41,41
403,0,1,41,41
404,0,1,41,41
405,0,1,41,41
406,0,1,41,41
407,0,1,41,41
408,0,1,41,41
409,0,1,41,41
410,0,1,41,41
411,0,1,41,41
412,0,1,41,41
413,0,1,41,41
414,0,1,41,41
415,0,1,41,41
416,0,1,41,41
417,0,1,41,41
418,0,1,41,41
419,0,1,41,41
420,0,1,41,41
421,0,1,41,41
422,0,1,41,41
423,0,1,41,41
424,0,1,41,41
425,0,1,41,41
426,0,1,41,41
427,0,1,41,41
428,0,1,41,41
429,0,1,41,41
430,0,1,41,41
431,0,1,41,41
432,0,1,41,41
433,0,1,41,41
434,0,1,41,41
435,0,1,41,41
436,0,1,41,41
437,0,1,41,41
438,0,1,41,41
439,0,1,41,41
440,0,1,41,41
441,0,1,41,41
442,0,1,41,41
443,0,1,41,41
444,0,1,41,41
445,0,1,41,41
446,0,1,41,41
447,0,1,41,41
448,0,1,41,41
449,0,1,41,41
450,0,1,41,41
451,0,1,41,41
452,0,1,41,41
453,0,1,41,41
454,0,1,41,41
455,0,1,41,41
456,0,1,41,41
457,0,1,41,41
458,0,1,41,41
459,0,1,41,41
460,0,1,41,41
461,0,1,41,41
462,0,1,41,41
463,0,1,41,41
464,0,1,41,41
465,0,1,41,41
466,0,1,41,41
467,0,1,41,41
468,0,1,41,41
469,0,1,41,41
470,0,1,41,41
471,0,1,41,41
472,0,1,41,41
473,0,1,41,41
474,1,1,41,41
475,1,1,41,41
476,2,1,41,41
477,2,1,41,41
278,3,0,215,215
279,3,0,215,215
280,3,0,215,215
281,3,0,215,215
282,3,0,215,215
283,3,0,215,215
284,3,0,215,215
285,3,0,215,215
286,3,0,215,215
287,3,0,215,215
288,3,0,215,215
289,3,0,215,215
290,3,0,215,215
291,3,0,215,215
292,3,0,215,215
293,2,0,215,215
294,2,0,215,215
295,3,0,215,215
296,3,0,215,215
297,3,0,215,215
298,3,0,215,215
299,3,0,215,215
300,3,0,215,215
301,3,0,215,215
302,3,0,215,215
303,2,0,215,215
304,3,0,215,215
305,3,0,215,215
306,2,0,215,215
307,2,0,215,215
308,2,0,215,215
309,2,0,215,215
310,2,0,215,215
311,3,0,215,215
312,0,0,215,215
313,2,0,215,215
314,2,0,215,215
315,2,0,215,215
316,2,0,215,215
317,3,0,215,215
318,3,0,215,215
280,3,1,11,11
281,3,1,11,11
282,3,1,11,11
283,3,1,11,11
284,0,1,11,11
285,0,1,11,11
286,3,1,11,11
287,0,1,11,11
288,0,1,11,11
289,0,1,11,11
290,0,1,11,11
291,0,1,11,11
292,0,1,11,11
293,0,1,11,11
294,0,1,11,11
295,0,1,11,11
296,0,1,11,11
297,0,1,11,11
298,0,1,11,11
299,0,1,11,11
300,0,1,11,11
301,0,1,11,11
302,0,1,11,11
303,0,1,11,11
304,0,1,11,11
305,0,1,11,11
306,0,1,11,11
307,0,1,11,11
308,0,1,11,11
309,0,1,11,11
310,0,1,11,11
311,0,1,11,11
312,0,1,11,11
313,0,1,11,11
314,0,1,11,11
315,0,1,11,11
316,0,1,11,11
317,0,1,11,11
318,0,1,11,11
319,0,1,11,11
320,0,1,11,11
321,0,1,11,11
322,0,1,11,11
323,0,1,11,11
324,0,1,11,11
325,0,1,11,11
326,0,1,11,11
327,0,1,11,11
328,0,1,11,11
329,0,1,11,11
330,0,1,11,11
331,0,1,11,11
332,0,1,11,11
333,0,1,11,11
334,0,1,11,11
335,0,1,11,11
336,0,1,11,11
337,0,1,11,11
338,0,1,11,11
339,0,1,11,11
340,0,1,11,11
341,0,1,11,11
342,0,1,11,11
343,0,1,11,11
344,0,1,11,11
345,0,1,11,11
346,0,1,11,11
347,0,1,11,11
348,0,1,11,11
349,0,1,11,11
350,0,1,11,11
351,0,1,11,11
352,0,1,11,11
353,0,1,11,11
354,0,1,11,11
355,0,1,11,11
356,0,1,11,11
357,0,1,11,11
358,0,1,11,11
359,0,1,11,11
360,0,1,11,11
361,0,1,11,11
362,0,1,11,11
363,0,1,11,11
364,0,1,11,11
365,0,1,11,11
366,0,1,11,11
367,0,1,11,11
368,0,1,11,11
369,0,1,11,11
370,0,1,11,11
371,0,1,11,11
372,0,1,11,11
373,0,1,11,11
374,0,1,11,11
375,0,1,11,11
376,0,1,11,11
377,0,1,11,11
378,0,1,11,11
379,0,1,11,11
380,0,1,11,11
381,0,1,11,11
382,0,1,11,11
383,0,1,11,11
384,0,1,11,11
385,0,1,11,11
386,0,1,11,11
387,0,1,11,11
388,0,1,11,11
389,0,1,11,11
390,0,1,11,11
391,0,1,11,11
392,0,1,11,11
393,0,1,11,11
394,0,1,11,11
395,0,1,11,11
396,0,1,11,11
397,0,1,11,11
398,0,1,11,11
399,0,1,11,11
400,0,1,11,11
401,0,1,11,11
402,0,1,11,11
403,0,1,11,11
404,0,1,11,11
405,0,1,11,11
406,0,1,11,11
407,0,1,11,11
408,0,1,11,11
409,0,1,11,11
410,0,1,11,11
411,0,1,11,11
412,0,1,11,11
413,0,1,11,11
414,0,1,11,11
415,0,1,11,11
416,0,1,11,11
417,0,1,11,11
418,0,1,11,11
419,0,1,11,11
420,0,1,11,11
421,0,1,11,11
422,0,1,11,11
423,0,1,11,11
424,0,1,11,11
425,0,1,11,11
426,0,1,11,11
427,0,1,11,11
428,0,1,11,11
429,0,1,11,11
430,0,1,11,11
431,0,1,11,11
432,0,1,11,11
433,0,1,11,11
434,0,1,11,11
435,0,1,11,11
436,0,1,11,11
437,0,1,11,11
438,0,1,11,11
439,0,1,11,11
440,0,1,11,11
441,0,1,11,11
442,0,1,11,11
443,0,1,11,11
444,0,1,11,11
445,0,1,11,11
446,0,1,11,11
447,0,1,11,11
448,0,1,11,11
449,0,1,11,11
450,0,1,11,11
451,0,1,11,11
452,0,1,11,11
453,0,1,11,11
454,0,1,11,11
455,0,1,11,11
456,0,1,11,11
457,0,1,11,11
458,0,1,11,11
459,0,1,11,11
460,0,1,11,11
461,0,1,11,11
462,0,1,11,11
463,0,1,11,11
464,0,1,11,11
465,0,1,11,11
466,0,1,11,11
467,0,1,11,11
468,0,1,11,11
469,0,1,11,11
470,0,1,11,11
471,0,1,11,11
472,0,1,11,11
473,0,1,11,11
474,0,1,11,11
475,0,1,11,11
476,0,1,11,11
477,0,1,11,11
478,0,1,11,11
479,0,1,11,11
480,0,1,11,11
481,0,1,11,11
482,0,1,11,11
483,0,1,11,11
484,0,1,11,11
485,0,1,11,11
486,0,1,11,11
487,0,1,11,11
488,0,1,11,11
489,0,1,11,11
490,0,1,11,11
491,0,1,11,11
492,0,1,11,11
493,0,1,11,11
494,0,1,11,11
495,0,1,11,11
496,0,1,11,11
497,0,1,11,11
498,0,1,11,11
499,0,1,11,11
280,3,1,11,11
281,3,1,11,11
282,3,1,11,11
283,3,1,11,11
284,3,1,11,11
285,0,1,11,11
286,0,1,11,11
287,0,1,11,11
288,0,1,11,11
289,0,1,11,11
290,0,1,11,11
291,0,1,11,11
292,3,1,11,11
293,4,1,11,11
294,3,1,11,11
295,0,1,11,11
296,0,1,11,11
297,0,1,11,11
298,0,1,11,11
299,1,1,11,11
300,0,1,11,11
301,0,1,11,11
302,0,1,11,11
303,0,1,11,11
304,0,1,11,11
305,0,1,11,11
306,0,1,11,11
307,0,1,11,11
308,0,1,11,11
309,0,1,11,11
310,0,1,11,11
311,0,1,11,11
312,0,1,11,11
313,0,1,11,11
314,0,1,11,11
315,0,1,11,11
316,0,1,11,11
317,0,1,11,11
318,0,1,11,11
319,0,1,11,11
320,0,1,11,11
321,0,1,11,11
322,0,1,11,11
323,0,1,11,11
324,0,1,11,11
325,0,1,11,11
326,0,1,11,11
327,0,1,11,11
328,0,1,11,11
329,0,1,11,11
330,0,1,11,11
331,0,1,11,11
332,0,1,11,11
333,0,1,11,11
334,0,1,11,11
335,0,1,11,11
336,0,1,11,11
337,0,1,11,11
338,0,1,11,11
339,0,1,11,11
340,0,1,11,11
341,0,1,11,11
342,0,1,11,11
343,0,1,11,11
344,0,1,11,11
345,0,1,11,11
346,0,1,11,11
347,0,1,11,11
348,0,1,11,11
349,0,1,11,11
350,0,1,11,11
351,0,1,11,11
352,0,1,11,11
353,0,1,11,11
354,0,1,11,11
355,0,1,11,11
356,0,1,11,11
357,0,1,11,11
358,0,1,11,11
359,0,1,11,11
360,0,1,11,11
361,0,1,11,11
362,0,1,11,11
363,0,1,11,11
364,0,1,11,11
365,0,1,11,11
366,0,1,11,11
367,0,1,11,11
368,0,1,11,11
369,0,1,11,11
370,0,1,11,11
371,0,1,11,11
372,0,1,11,11
373,0,1,11,11
374,0,1,11,11
375,0,1,11,11
376,0,1,11,11
377,0,1,11,11
378,0,1,11,11
379,0,1,11,11
380,0,1,11,11
381,0,1,11,11
382,0,1,11,11
383,0,1,11,11
384,0,1,11,11
385,0,1,11,11
386,0,1,11,11
387,0,1,11,11
388,0,1,11,11
389,0,1,11,11
390,0,1,11,11
391,0,1,11,11
392,0,1,11,11
393,0,1,11,11
394,0,1,11,11
395,0,1,11,11
396,0,1,11,11
397,0,1,11,11
398,0,1,11,11
399,0,1,11,11
400,0,1,11,11
401,0,1,11,11
402,0,1,11,11
403,0,1,11,11
404,0,1,11,11
405,0,1,11,11
406,0,1,11,11
407,0,1,11,11
408,0,1,11,11
409,0,1,11,11
410,0,1,11,11
411,0,1,11,11
412,0,1,11,11
413,0,1,11,11
414,0,1,11,11
415,0,1,11,11
416,0,1,11,11
417,0,1,11,11
418,0,1,11,11
419,0,1,11,11
420,0,1,11,11
421,0,1,11,11
422,0,1,11,11
423,0,1,11,11
424,0,1,11,11
425,0,1,11,11
426,0,1,11,11
427,0,1,11,11
428,0,1,11,11
429,0,1,11,11
430,0,1,11,11
431,0,1,11,11
432,0,1,11,11
433,0,1,11,11
434,0,1,11,11
435,0,1,11,11
436,0,1,11,11
437,0,1,11,11
438,0,1,11,11
439,0,1,11,11
440,0,1,11,11
441,0,1,11,11
442,0,1,11,11
443,0,1,11,11
444,0,1,11,11
445,0,1,11,11
446,0,1,11,11
447,0,1,11,11
448,0,1,11,11
449,0,1,11,11
450,0,1,11,11
451,0,1,11,11
452,0,1,11,11
453,0,1,11,11
454,0,1,11,11
455,0,1,11,11
456,0,1,11,11
457,0,1,11,11
458,0,1,11,11
459,0,1,11,11
460,0,1,11,11
461,0,1,11,11
462,0,1,11,11
463,0,1,11,11
464,0,1,11,11
465,0,1,11,11
466,0,1,11,11
467,0,1,11,11
468,0,1,11,11
469,0,1,11,11
470,0,1,11,11
471,0,1,11,11
472,0,1,11,11
473,0,1,11,11
474,0,1,11,11
475,0,1,11,11
476,0,1,11,11
477,0,1,11,11
478,0,1,11,11
479,0,1,11,11
480,0,1,11,11
481,0,1,11,11
482,0,1,11,11
483,0,1,11,11
484,0,1,11,11
485,0,1,11,11
486,0,1,11,11
487,0,1,11,11
488,0,1,11,11
489,0,1,11,11
490,0,1,11,11
491,0,1,11,11
492,0,1,11,11
493,0,1,11,11
494,0,1,11,11
495,0,1,11,11
496,0,1,11,11
497,0,1,11,11
498,0,1,11,11
499,0,1,11,11
280,3,1,38,38
281,3,1,38,38
282,3,1,38,38
283,3,1,38,38
284,3,1,38,38
285,3,1,38,38
286,3,1,38,38
287,3,1,38,38
288,3,1,38,38
289,3,1,38,38
290,0,1,38,38
291,0,1,38,38
292,0,1,38,38
293,0,1,38,38
294,3,1,38,38
295,0,1,38,38
296,0,1,38,38
297,0,1,38,38
298,0,1,38,38
